c0.source	c0.geneId	c0.source.1	c0.geneId.1	c0.source.2	c0.geneId.2	c0.associationType	c0.originalSource	c0.originalSource.1	c0.originalSource.2	c0.sentence	c0.pmid	c1.pantherName	c1.symbol	c1.geneId	c1.description	c1.symbol.1	c1.geneId.1	c2.diseaseId	c2.name	c2.hpoName	c2.diseaseId.1	c2.name.1	c2.STY	c2.MESH	c2.diseaseClassName	c2.doName	c2.type	c2.OMIM	c2.type.1	c3.score	c4.year
ALL	948	ALL	948	ALL	948	GeneticVariation	GAD	GAD	GAD	<span class=gene id=12506336-0-0-4>CD36</span> polymorphism is associated with protection from <span class=disease id=12506336-0-53-69>cerebral malaria</span>.	12506336	receptor	CD36	948	CD36 molecule	CD36	948	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0029564820917142	2002
ALL	948	ALL	948	ALL	948	Biomarker	BEFREE	BEFREE	BEFREE	Our results show that increased binding to <span class= gene  id= 21390226-6-43-47 >CD36</span> is associated with uncomplicated malaria while ICAM-1 adhesion is raised in parasites from <span class= disease  id= 21390226-6-139-155 >cerebral malaria</span> cases.	21390226	receptor	CD36	948	CD36 molecule	CD36	948	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0029564820917142	2011
ALL	948	ALL	948	ALL	948	GeneticVariation	BEFREE	BEFREE	BEFREE	<span class= gene  id= 12506336-0-0-4 >CD36</span> polymorphism is associated with protection from <span class= disease  id= 12506336-0-53-69 >cerebral malaria</span>.	12506336	receptor	CD36	948	CD36 molecule	CD36	948	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0029564820917142	2002
ALL	2321	ALL	2321	ALL	2321	Biomarker	LHGDN	LHGDN	LHGDN	Postmortem brain tissue analysis demonstrates <span class=gene id=14512169>VEGFR1</span> localized as paracellular deposits in Durck's granulomas of patients with <span class=disease id=14512169>cerebral malaria</span>.	14512169	null	FLT1	2321	fms related tyrosine kinase 1	FLT1	2321	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.00273291246481375	2003
ALL	4312	ALL	4312	ALL	4312	Biomarker	LHGDN	LHGDN	LHGDN	Postmortem brain tissue analysis demonstrates accumulation of <span class=gene id=14512169>MMP-1</span> in macrophages/microglial cells in Durck's granulomas of patients with <span class=disease id=14512169>cerebral malaria</span>.	14512169	null	MMP1	4312	matrix metallopeptidase 1	MMP1	4312	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.00273291246481375	2003
ALL	7422	ALL	7422	ALL	7422	AlteredExpression	LHGDN	LHGDN	LHGDN	Postmortem brain tissue analysis demonstrates activation of the proangiogenic <span class=gene id=14512169>VEGF</span> signaling cascade in patients with <span class=disease id=14512169>cerebral malaria</span>.	14512169	signaling molecule	VEGFA	7422	vascular endothelial growth factor A	VEGFA	7422	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.00273291246481375	2003
ALL	80781	ALL	80781	ALL	80781	Biomarker	LHGDN	LHGDN	LHGDN	Accumulation of <span class=gene id=12458056>endostatin</span>/collagenXVIII in brains of patients who died with <span class=disease id=12458056>cerebral malaria</span>.	12458056	null	COL18A1	80781	collagen type XVIII alpha 1 chain	COL18A1	80781	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.00273291246481375	2002
ALL	1636	ALL	1636	ALL	1636	GeneticVariation	BEFREE	BEFREE	BEFREE	Gene polymorphisms in <span class= gene  id= 20117248-0-22-53 >angiotensin I converting enzyme</span> (<span class= gene  id= 20117248-0-55-60 >ACE I</span>/D) and angiotensin II converting enzyme (ACE2 C--&gt;T) protect against <span class= disease  id= 20117248-0-130-146 >cerebral malaria</span> in Indian adults.	20117248	null	ACE	1636	angiotensin I converting enzyme	ACE	1636	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0026817553075011	2010
ALL	1636	ALL	1636	ALL	1636	GeneticVariation	GAD	GAD	GAD	Gene polymorphisms in <span class=gene id=20117248-0-22-53>angiotensin I converting enzyme</span> (<span class=gene id=20117248-0-55-60>ACE I</span>/D) and angiotensin II converting enzyme (ACE2 C--&gt;T) protect against <span class=disease id=20117248-0-130-146>cerebral malaria</span> in Indian adults.	20117248	null	ACE	1636	angiotensin I converting enzyme	ACE	1636	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0026817553075011	2010
ALL	3106	ALL	3106	ALL	3106	GeneticVariation	GAD	GAD	GAD	Polymorphisms of the HLA-B and HLA-DRB1 genes in Thai malaria patients.	15728986	null	HLA-B	3106	major histocompatibility complex, class I, B	HLA-B	3106	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0026817553075011	2006
ALL	3106	ALL	3106	ALL	3106	GeneticVariation	BEFREE	BEFREE	BEFREE	Because of the prevalence of malaria in the Ga-Adangbe and previous associations of <span class= disease  id= 24204327-14-84-100 >cerebral malaria</span> with <span class= gene  id= 24204327-14-106-111 >HLA-B</span>*53:01 and KIR, Plasmodium falciparum is a candidate pathogen.	24204327	null	HLA-B	3106	major histocompatibility complex, class I, B	HLA-B	3106	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0026817553075011	2013
ALL	3553	ALL	3553	ALL	3553	GeneticVariation	BEFREE	BEFREE	BEFREE	A functional polymorphism in the <span class= gene  id= 16098232-0-33-37 >IL1B</span> gene promoter, <span class= gene  id= 16098232-0-53-57 >IL1B</span> -31C&gt;T, is <span class= negexp >not associated</span> with <span class= disease  id= 16098232-0-89-105 >cerebral malaria</span> in Thailand.	16098232	signaling molecule	IL1B	3553	interleukin 1 beta	IL1B	3553	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0026817553075011	2005
ALL	3553	ALL	3553	ALL	3553	GeneticVariation	GAD	GAD	GAD	We have investigated the possible associations between polymorphisms in two interleukin-1 (<span class=gene id=12472674-1-91-95>IL-1</span>) genes and severity of Plasmodium falciparum malaria in Ghanaian children with <span class=disease id=12472674-1-175-191>cerebral malaria</span>, severe anaemia or uncomplicated malaria and controls.	12472674	signaling molecule	IL1B	3553	interleukin 1 beta	IL1B	3553	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0026817553075011	2003
ALL	3554	ALL	3554	ALL	3554	GeneticVariation	GAD	GAD	GAD	Polymorphisms in interleukin-1beta and interleukin-1 receptor antagonist genes and malaria in Ghanaian children.	12472674	receptor	IL1R1	3554	interleukin 1 receptor type 1	IL1R1	3554	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0026817553075011	2003
ALL	3554	ALL	3554	ALL	3554	GeneticVariation	BEFREE	BEFREE	BEFREE	The present results suggest that IL1B -31C&gt;T and <span class= gene  id= 16098232-6-49-54 >IL1RA</span> VNTR polymorphisms do <span class= negexp >not play a crucial role</span> in susceptibility or resistance to <span class= disease  id= 16098232-6-136-152 >cerebral malaria</span>.	16098232	receptor	IL1R1	3554	interleukin 1 receptor type 1	IL1R1	3554	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0026817553075011	2005
ALL	4846	ALL	4846	ALL	4846	GeneticVariation	GAD	GAD	GAD	These findings suggest that the Glu(298)--&gt;Asp substitution and the C-b-Asp haplotype may enhance <span class=gene id=19364839-4-100-104>eNOS</span> expression and NO production, which leads to protection against <span class=disease id=19364839-4-169-185>cerebral malaria</span>.	19364839	null	NOS3	4846	nitric oxide synthase 3	NOS3	4846	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0026817553075011	2009
ALL	4846	ALL	4846	ALL	4846	GeneticVariation	BEFREE	BEFREE	BEFREE	These findings suggest that the Glu(298)--&gt;Asp substitution and the  C-b-Asp  haplotype may enhance <span class= gene  id= 19364839-4-100-104 >eNOS</span> expression and NO production, which leads to protection against <span class= disease  id= 19364839-4-169-185 >cerebral malaria</span>.	19364839	null	NOS3	4846	nitric oxide synthase 3	NOS3	4846	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0026817553075011	2009
ALL	54106	ALL	54106	ALL	54106	GeneticVariation	GAD	GAD	GAD	<span class=gene id=20348497-0-0-4>TLR9</span> polymorphisms are associated with altered IFN-gamma levels in children with <span class=disease id=20348497-0-81-97>cerebral malaria</span>.	20348497	extracellular matrix protein; receptor	TLR9	54106	toll like receptor 9	TLR9	54106	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0026817553075011	2010
ALL	54106	ALL	54106	ALL	54106	Biomarker	BEFREE	BEFREE	BEFREE	Taken together, these results corroborated the involvement of <span class= gene  id= 22659438-8-62-66 >TLR9</span> in <span class= disease  id= 22659438-8-70-72 >CM</span> pathogenesis and suggest that interference with the activation of this receptor is a promising strategy to prevent deleterious inflammatory response mediating pathogenesis and severity of malaria.	22659438	extracellular matrix protein; receptor	TLR9	54106	toll like receptor 9	TLR9	54106	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0026817553075011	2012
ALL	59272	ALL	59272	ALL	59272	GeneticVariation	BEFREE	BEFREE	BEFREE	Gene polymorphisms in angiotensin I converting enzyme (ACE I/D) and angiotensin II converting enzyme (<span class= gene  id= 20117248-0-102-106 >ACE2</span> C--&gt;T) protect against <span class= disease  id= 20117248-0-130-146 >cerebral malaria</span> in Indian adults.	20117248	null	ACE2	59272	angiotensin I converting enzyme 2	ACE2	59272	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0026817553075011	2010
ALL	59272	ALL	59272	ALL	59272	GeneticVariation	GAD	GAD	GAD	Gene polymorphisms in angiotensin I converting enzyme (ACE I/D) and angiotensin II converting enzyme (<span class=gene id=20117248-0-102-106>ACE2</span> C--&gt;T) protect against <span class=disease id=20117248-0-130-146>cerebral malaria</span> in Indian adults.	20117248	null	ACE2	59272	angiotensin I converting enzyme 2	ACE2	59272	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0026817553075011	2010
ALL	7042	ALL	7042	ALL	7042	Biomarker	BEFREE	BEFREE	BEFREE	<span class= gene  id= 20585394-0-0-33 >Transforming growth factor beta 2</span> and heme oxygenase 1 genes are risk factors for the <span class= disease  id= 20585394-0-86-102 >cerebral malaria</span> syndrome in Angolan children.	20585394	signaling molecule	TGFB2	7042	transforming growth factor beta 2	TGFB2	7042	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0026817553075011	2010
ALL	7042	ALL	7042	ALL	7042	GeneticVariation	GAD	GAD	GAD	<span class=gene id=20585394-0-0-33>Transforming growth factor beta 2</span> and heme oxygenase 1 genes are risk factors for the <span class=disease id=20585394-0-86-102>cerebral malaria</span> syndrome in Angolan children.	20585394	signaling molecule	TGFB2	7042	transforming growth factor beta 2	TGFB2	7042	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0026817553075011	2010
ALL	7097	ALL	7097	ALL	7097	GeneticVariation	BEFREE	BEFREE	BEFREE	Toll-like receptor polymorphisms and <span class= disease  id= 22336003-0-37-53 >cerebral malaria</span>: <span class= gene  id= 22336003-0-55-59 >TLR2</span> &Delta;22 polymorphism is associated with protection from <span class= disease  id= 22336003-0-112-128 >cerebral malaria</span> in a case control study.	22336003	extracellular matrix protein; receptor	TLR2	7097	toll like receptor 2	TLR2	7097	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0026817553075011	2012
ALL	7097	ALL	7097	ALL	7097	GeneticVariation	GAD	GAD	GAD	The <span class=gene id=20348497-2-4-8>TLR2</span>, 4, and 9 single nucleotide polymorphism (SNP) frequencies and serum interferon-gamma (IFN-gamma) and tumor necrosis factor-alpha (TNF-alpha) levels were assessed in Ugandan children with <span class=disease id=20348497-2-197-213>cerebral malaria</span> (CM, N = 65) and uncomplicated malaria (UM, N = 52).	20348497	extracellular matrix protein; receptor	TLR2	7097	toll like receptor 2	TLR2	7097	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0026817553075011	2010
ALL	3043	ALL	3043	ALL	3043	GeneticVariation	GAD	GAD	GAD	Hemoglobin variants and disease manifestations in severe falciparum malaria.	17519411	transfer/carrier protein	HBB	3043	hemoglobin subunit beta	HBB	3043	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.002407028523288	2007
ALL	3123	ALL	3123	ALL	3123	GeneticVariation	GAD	GAD	GAD	Our results revealed that the allele frequencies of HLA-B46, -B56, and -<span class=gene id=15728986-5-72-76>DRB1</span>*1001 were statistically different between non-cerebral severe malaria and <span class=disease id=15728986-5-151-167>cerebral malaria</span> (P = 0.005), between mild malaria and <span class=disease id=15728986-5-206-222>cerebral malaria</span> (P = 0.032), and between mild malaria and non-<span class=disease id=15728986-5-269-285>cerebral malaria</span> (P = 0.007).	15728986	defense/immunity protein	HLA-DRB1	3123	major histocompatibility complex, class II, DR beta 1	HLA-DRB1	3123	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.002407028523288	2006
ALL	3592	ALL	3592	ALL	3592	GeneticVariation	GAD	GAD	GAD	A functional promoter variant in IL12B predisposes to cerebral malaria.	18413324	signaling molecule	IL12A	3592	interleukin 12A	IL12A	3592	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.002407028523288	2008
ALL	5175	ALL	5175	ALL	5175	GeneticVariation	GAD	GAD	GAD	Association of adhesion molecule <span class=gene id=11719109-0-33-40>PECAM-1</span>/<span class=gene id=11719109-0-41-45>CD31</span> polymorphism with susceptibility to <span class=disease id=11719109-0-82-98>cerebral malaria</span> in Thais.	11719109	cell adhesion molecule	PECAM1	5175	platelet and endothelial cell adhesion molecule 1	PECAM1	5175	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.002407028523288	2002
ALL	7099	ALL	7099	ALL	7099	GeneticVariation	GAD	GAD	GAD	TLR9 polymorphisms are associated with altered IFN-gamma levels in children with cerebral malaria.	20348497	extracellular matrix protein; receptor	TLR4	7099	toll like receptor 4	TLR4	7099	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.002407028523288	2010
ALL	84868	ALL	84868	ALL	84868	GeneticVariation	GAD	GAD	GAD	Significant association between TIM1 promoter polymorphisms and protection against cerebral malaria in Thailand.	18294362	cell adhesion molecule; defense/immunity protein; receptor	HAVCR2	84868	hepatitis A virus cellular receptor 2	HAVCR2	84868	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.002407028523288	2008
ALL	91937	ALL	91937	ALL	91937	GeneticVariation	GAD	GAD	GAD	Significant association between TIM1 promoter polymorphisms and protection against cerebral malaria in Thailand.	18294362	cell adhesion molecule; defense/immunity protein; receptor	TIMD4	91937	T-cell immunoglobulin and mucin domain containing 4	TIMD4	91937	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.002407028523288	2008
ALL	3458	ALL	3458	ALL	3458	Biomarker	BEFREE	BEFREE	BEFREE	Recent studies indicate that <span class= gene  id= 24349056-2-29-45 >interferon gamma</span> inducible chemokine, CXCL10, is a strong predictor of both human and experimental <span class= disease  id= 24349056-2-128-144 >cerebral malaria</span>.	24349056	signaling molecule	IFNG	3458	interferon gamma	IFNG	3458	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0019230874894917	2013
ALL	3458	ALL	3458	ALL	3458	Biomarker	BEFREE	BEFREE	BEFREE	In previous work, we have shown that <span class= gene  id= 19835477-3-37-53 >interferon gamma</span> and interleukin 12 protect against <span class= disease  id= 19835477-3-89-91 >CM</span>.	19835477	signaling molecule	IFNG	3458	interferon gamma	IFNG	3458	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0019230874894917	2009
ALL	3458	ALL	3458	ALL	3458	Biomarker	BEFREE	BEFREE	BEFREE	In this review we consider findings from the clinical disease, in vitro models and the murine counterpart of human <span class= disease  id= 25177551-6-115-131 >cerebral malaria</span> in order to evaluate the roles played by <span class= gene  id= 25177551-6-173-178 >IFN-&gamma;</span> in the pathogenesis of this often fatal and debilitating condition.	25177551	signaling molecule	IFNG	3458	interferon gamma	IFNG	3458	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0019230874894917	2014
ALL	3458	ALL	3458	ALL	3458	AlteredExpression	BEFREE	BEFREE	BEFREE	These results, together with the findings from immunological studies of low <span class= gene  id= 18413324-11-76-92 >interferon-gamma</span> and IL-12 levels in <span class= disease  id= 18413324-11-113-115 >CM</span>, support a protective role for the Th1 pathway in <span class= disease  id= 18413324-11-166-168 >CM</span>.	18413324	signaling molecule	IFNG	3458	interferon gamma	IFNG	3458	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0019230874894917	2008
ALL	3458	ALL	3458	ALL	3458	Biomarker	BEFREE	BEFREE	BEFREE	Therefore, the type I IFN-&alpha;/&beta; receptor pathway contributes to brain T-cell responses and microvascular pathology, although it is <span class= negexp >not as essential as</span> <span class= gene  id= 23780878-9-149-154 >IFN-&gamma;</span> for the development of <span class= disease  id= 23780878-9-178-194 >cerebral malaria</span> upon hepatic or blood-stage PbA infection.	23780878	signaling molecule	IFNG	3458	interferon gamma	IFNG	3458	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0019230874894917	2013
ALL	3458	ALL	3458	ALL	3458	Biomarker	BEFREE	BEFREE	BEFREE	Evidence that <span class= gene  id= 16088835-0-14-30 >interferon-gamma</span> plays a protective role during <span class= disease  id= 16088835-0-62-78 >cerebral malaria</span>.	16088835	signaling molecule	IFNG	3458	interferon gamma	IFNG	3458	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0019230874894917	2005
ALL	3458	ALL	3458	ALL	3458	Biomarker	BEFREE	BEFREE	BEFREE	Synergistic induction of CXCL10 by <span class= gene  id= 26687629-0-35-51 >interferon-gamma</span> and lymphotoxin-alpha in astrocytes: Possible role in <span class= disease  id= 26687629-0-106-122 >cerebral malaria</span>.	26687629	signaling molecule	IFNG	3458	interferon gamma	IFNG	3458	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0019230874894917	2015
ALL	3383	ALL	3383	ALL	3383	GeneticVariation	BEFREE	BEFREE	BEFREE	Recently we described a mutation within the coding region of the first N-terminal immunoglobulin-like domain of <span class= gene  id= 10699175-2-112-118 >ICAM-1</span>, present at high frequency within African populations, which increased the risk of <span class= disease  id= 10699175-2-202-218 >cerebral malaria</span>.	10699175	cell adhesion molecule; signaling molecule	ICAM1	3383	intercellular adhesion molecule 1	ICAM1	3383	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0016483607052786	2000
ALL	3383	ALL	3383	ALL	3383	Biomarker	BEFREE	BEFREE	BEFREE	A number of endothelial receptors have been identified, and there is evidence that one of these, <span class= gene  id= 14763979-2-97-130 >intercellular adhesion molecule-1</span> (<span class= gene  id= 14763979-2-132-138 >ICAM-1</span>), may play an important role in the pathology of <span class= disease  id= 14763979-2-188-204 >cerebral malaria</span>.	14763979	cell adhesion molecule; signaling molecule	ICAM1	3383	intercellular adhesion molecule 1	ICAM1	3383	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0016483607052786	2004
ALL	3383	ALL	3383	ALL	3383	AlteredExpression	BEFREE	BEFREE	BEFREE	TNFalpha is responsible for <span class= gene  id= 14504653-10-28-61 >intercellular adhesion molecule-1</span> upregulation in <span class= disease  id= 14504653-10-78-80 >CM</span>, the relation being less clear for other adhesion molecules; (iii).	14504653	cell adhesion molecule; signaling molecule	ICAM1	3383	intercellular adhesion molecule 1	ICAM1	3383	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0016483607052786	2003
ALL	3383	ALL	3383	ALL	3383	Biomarker	BEFREE	BEFREE	BEFREE	Our results show that increased binding to CD36 is associated with uncomplicated malaria while <span class= gene  id= 21390226-6-95-101 >ICAM-1</span> adhesion is raised in parasites from <span class= disease  id= 21390226-6-139-155 >cerebral malaria</span> cases.	21390226	cell adhesion molecule; signaling molecule	ICAM1	3383	intercellular adhesion molecule 1	ICAM1	3383	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0016483607052786	2011
ALL	3383	ALL	3383	ALL	3383	GeneticVariation	BEFREE	BEFREE	BEFREE	A high frequency African coding polymorphism in the N-terminal domain of <span class= gene  id= 9259284-0-73-79 >ICAM-1</span> predisposing to <span class= disease  id= 9259284-0-96-112 >cerebral malaria</span> in Kenya.	9259284	cell adhesion molecule; signaling molecule	ICAM1	3383	intercellular adhesion molecule 1	ICAM1	3383	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0016483607052786	1997
ALL	3383	ALL	3383	ALL	3383	GeneticVariation	BEFREE	BEFREE	BEFREE	An <span class= gene  id= 16288410-1-3-36 >intercellular adhesion molecule-1</span> polymorphism (<span class= gene  id= 16288410-1-51-57 >ICAM-1</span>(Kilifi)) is present at a high frequency across sub-Saharan Africa, and its presence may increase susceptibility to <span class= disease  id= 16288410-1-173-189 >cerebral malaria</span>.	16288410	cell adhesion molecule; signaling molecule	ICAM1	3383	intercellular adhesion molecule 1	ICAM1	3383	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0016483607052786	2005
ALL	10544	ALL	10544	ALL	10544	GeneticVariation	BEFREE	BEFREE	BEFREE	Beninese children with <span class= disease  id= 26646943-0-23-39 >cerebral malaria</span> do not develop humoral immunity against the IT4-VAR19-DC8 PfEMP1 variant linked to <span class= gene  id= 26646943-0-123-127 >EPCR</span> and brain endothelial binding.	26646943	enzyme modulator; receptor	PROCR	10544	protein C receptor	PROCR	10544	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0008241803526393	2015
ALL	10544	ALL	10544	ALL	10544	Biomarker	BEFREE	BEFREE	BEFREE	Data from two recent publications support a novel mechanism of <span class= disease  id= 24246501-3-63-65 >CM</span> pathogenesis in which infected erythrocytes (IEs) express specific virulence proteins that mediate IE binding to the <span class= gene  id= 24246501-3-183-213 >endothelial protein C receptor</span> (<span class= gene  id= 24246501-3-215-219 >EPCR</span>).	24246501	enzyme modulator; receptor	PROCR	10544	protein C receptor	PROCR	10544	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0008241803526393	2014
ALL	10544	ALL	10544	ALL	10544	Biomarker	BEFREE	BEFREE	BEFREE	These data reveal a previously unknown functional heterogeneity in the interaction between P.?falciparum and <span class= gene  id= 26118955-6-109-113 >EPCR</span> and have major implications for understanding the distinct clinical pathologies of <span class= disease  id= 26118955-6-197-213 >cerebral malaria</span> and developing new treatment strategies.	26118955	enzyme modulator; receptor	PROCR	10544	protein C receptor	PROCR	10544	C0024534	Malaria, Cerebral	null	C0024534	Malaria, Cerebral	Disease or Syndrome	D016779	Nervous System Diseases ; Parasitic Diseases	disease by infectious agent	disease	null	disease	0.0008241803526393	2015
